圣安东尼奥马刺_波特兰开拓者,118-110,战胜,马刺队在主场以118-110战胜波特兰开拓者队（35胜34负）
休斯敦火箭_明尼苏达森林狼,116-111,战胜,休斯敦火箭在主场以116-111战胜明尼苏达森林狼队（22胜47负）
菲尼克斯太阳_洛杉矶湖人,95-90,战胜,太阳队在客场以95-90战胜缺少了科比的洛杉矶湖人队（14胜55负）
金州勇士_达拉斯小牛,130-112,大胜,勇士队在客场以130-112大胜达拉斯小牛队（34胜35负）
亚特兰大老鹰_休斯敦火箭,109-97,战胜,老鹰队在主场以109-97战胜休斯敦火箭队（35胜35负）
迈阿密热火_克里夫兰骑士,122-101,大胜,迈阿密热火在主场以122-101大胜克里夫兰骑士队（49胜20负）
圣安东尼奥马刺_金州勇士,87-79,险胜,马刺队在主场以87-79险胜金州勇士队（62胜7负）
克里夫兰骑士_丹佛掘金,124-91,大胜,骑士队在主场以124-91大胜丹佛掘金队（29胜42负）
金州勇士_明尼苏达森林狼,109-104,险胜,勇士队在客场以109-104险胜明尼苏达森林狼队（22胜48负）
俄克拉荷马雷霆_休斯敦火箭,111-107,险胜,雷霆队在主场以111-107险胜休斯敦火箭队（35胜36负）
洛杉矶湖人_孟菲斯灰熊,107-100,战胜,洛杉矶湖人在主场以107-100战胜孟菲斯灰熊队（41胜31负）
金州勇士_洛杉矶快船,114-98,战胜,勇士队在主场以114-98战胜洛杉矶快船队（43胜27负）
菲尼克斯太阳_洛杉矶湖人,119-107,战胜,太阳队在主场以119-107战胜洛杉矶湖人队（15胜56负）
犹他爵士_休斯敦火箭,89-87,险胜,爵士队在客场以89-87险胜火箭队
布鲁克林篮网_克里夫兰骑士,104-95,战胜,篮网队在主场以104-95战胜克里夫兰骑士队（51胜21负）
丹佛掘金_洛杉矶湖人,116-105,战胜,丹佛掘金在客场以116-105战胜洛杉矶湖人队（15胜57负）
休斯敦火箭_多伦多猛龙,112-109,险胜,火箭队保住优势以112-109险胜多伦多猛龙队（48胜23负）
金州勇士_达拉斯小牛,128-120,战胜,勇士队在主场以128-120战胜达拉斯小牛队（35胜37负）
克里夫兰骑士_纽约尼克斯,107-93,战胜,骑士队在客场以107-93战胜纽约尼克斯队（30胜44负）
俄克拉荷马雷霆_圣安东尼奥马刺,111-92,战胜,雷霆队以111-92战胜主力轮休的圣安东尼奥马刺队（61胜12负）
华盛顿奇才_洛杉矶湖人,101-88,战胜,华盛顿奇才在主场以101-88战胜洛杉矶湖人队（15胜58负）
金州勇士_费城76人,117-105,轻取,勇士队在主场以117-105轻取费城76人队（9胜65负）
犹他爵士_洛杉矶湖人,123-75,痛宰,爵士队以123-75痛宰洛杉矶湖人队（15胜59负）
休斯敦火箭_克里夫兰骑士,106-100,战胜,火箭队在客场以106-100战胜缺少了勒布朗的克里夫兰骑士队（52胜22负）
金州勇士_华盛顿奇才,102-94,险胜,勇士队在主场以102-94险胜华盛顿奇才队（36胜38负）
洛杉矶湖人_迈阿密热火,102-100,险胜,湖人队在主场经过加时赛以102-100险胜迈阿密热火队（43胜31负）
金州勇士_犹他爵士,103-96,战胜,勇士队在客场经过加时赛以103-96战胜犹他爵士队（37胜38负）
奥兰多魔术_印第安纳步行者,114-94,战胜,魔术队在客场以114-94战胜印第安纳步行者队（39胜36负）
俄克拉荷马雷霆_洛杉矶快船,119-117,险胜,雷霆队在主场以119-117险胜主力轮休的洛杉矶快船队（47胜28负）
芝加哥公牛_休斯敦火箭,103-100,险胜,公牛队在客场以103-100险胜休斯敦火箭队（37胜39负）
克里夫兰骑士_亚特兰大老鹰,110-108,险胜,骑士队在客场经过加时赛以110-108险胜亚特兰大老鹰队（45胜32负）
波士顿凯尔特人_金州勇士,109-106,险胜,凯尔特人队在客场以109-106险胜金州勇士队（68胜8负）
圣安东尼奥马刺_多伦多猛龙,102-95,战胜,马刺队在主场以102-95战胜多伦多猛龙队（51胜24负）
波士顿凯尔特人_洛杉矶湖人,107-100,险胜,凯尔特人队在客场以107-100险胜洛杉矶湖人队（16胜60负）
金州勇士_波特兰开拓者,136-111,大胜,勇士队在主场以136-111大胜波特兰开拓者队（41胜37负）
克里夫兰骑士_密尔沃基雄鹿,109-80,大胜,骑士队在客场以109-80大胜密尔沃基雄鹿队（32胜46负）
明尼苏达森林狼_金州勇士,124-117,战胜,森林狼队在客场经过加时赛以124-117战胜金州勇士队（69胜9负）
洛杉矶快船_洛杉矶湖人,103-81,轻取,快船队在主场以103-81轻取洛杉矶湖人队（16胜61负）
达拉斯小牛_休斯敦火箭,88-86,险胜,小牛队在主场以88-86险胜休斯敦火箭队（38胜40负）
印第安纳步行者_克里夫兰骑士,123-109,大胜,步行者队在主场以123-109大胜克里夫兰骑士队（56胜23负）
洛杉矶快船_洛杉矶湖人,91-81,战胜,洛杉矶快船队（50胜28负）在客场以91-81战胜湖人队
金州勇士_圣安东尼奥马刺,112-101,击败,勇士队顶住对手的末节反扑在主场以112-101击败圣安东尼奥马刺队（65胜13负）
菲尼克斯太阳_休斯敦火箭,124-115,战胜,菲尼克斯太阳队（21胜58负）在客场后来居上以124-115战胜火箭队
新奥尔良鹈鹕_洛杉矶湖人,110-102,战胜,新奥尔良鹈鹕队（30胜49负）在主场以110-102战胜湖人队
芝加哥公牛_克里夫兰骑士,105-102,险胜,公牛队在主场以105-102险胜克里夫兰骑士队（56胜24负）
金州勇士_孟菲斯灰熊,100-99,险胜,勇士队后来居上在客场以100-99险胜孟菲斯灰熊队（42胜38负）
洛杉矶快船_达拉斯小牛,98-91,险胜,快船队在主场以98-91险胜达拉斯小牛队（41胜39负）
金州勇士_圣安东尼奥马刺,92-86,战胜,勇士队在客场以92-86战胜圣安东尼奥马刺队（65胜15负）
克里夫兰骑士_亚特兰大老鹰,109-94,战胜,骑士队在主场以109-94战胜亚特兰大老鹰队（48胜32负）
休斯敦火箭_明尼苏达森林狼,129-105,大胜,火箭队在客场以129-105大胜明尼苏达森林狼队（28胜53负）
俄克拉荷马雷霆_洛杉矶湖人,112-79,击败,雷霆队在主场以112-79击败洛杉矶湖人队（16胜65负）
圣安东尼奥马刺_俄克拉荷马雷霆,102-98,战胜,马刺队在主场以102-98战胜缺少了二少的俄克拉荷马城雷霆队（55胜27负）
金州勇士_孟菲斯灰熊,125-104,大胜,勇士队保持优势在主场以125-104大胜孟菲斯灰熊队（42胜40负）
休斯敦火箭_萨克拉门托国王,116-81,大胜,火箭队一路领跑在主场以116-81大胜萨克拉门托国王队（33胜49负）
金州勇士_休斯敦火箭,104-78,大胜,勇士队在西部首轮第一战主场以104-78大胜休斯敦火箭队
亚特兰大老鹰_波士顿凯尔特人,102-101,险胜,老鹰队在季后赛首轮主场以102-101险胜波士顿凯尔特人队
俄克拉荷马雷霆_达拉斯小牛,108-70,大胜,雷霆队在西部首轮第一战主场以108-70大胜达拉斯小牛队
迈阿密热火_夏洛特黄蜂,123-91,大胜,热火队在东部首轮第一战主场以123-91大胜夏洛特黄蜂队
洛杉矶快船_波特兰开拓者,115-95,战胜,洛杉矶快船在西部首轮第一战主场以115-95战胜波特兰开拓者队
金州勇士_休斯敦火箭,115-106,击败,勇士队在西部首轮第二战主场以115-106击败休斯敦火箭队
达拉斯小牛_俄克拉荷马雷霆,85-84,险胜,小牛队在首轮系列赛第二战做客以85-84险胜俄克拉荷马城雷霆队
圣安东尼奥马刺_孟菲斯灰熊,94-68,战胜,圣安东尼奥马刺在西部首轮系列赛第二战主场以94-68战胜孟菲斯灰熊队
亚特兰大老鹰_波士顿凯尔特人,89-72,击败,亚特兰大老鹰在东部首轮第二战主场以89-72击败波士顿凯尔特人队
迈阿密热火_夏洛特黄蜂,115-103,击败,热火队在东部首轮第二战主场以115-103击败夏洛特黄蜂队
克里夫兰骑士_底特律活塞,107-90,战胜,骑士队在东部首轮第二战主场以107-90战胜底特律活塞队
洛杉矶快船_波特兰开拓者,102-81,战胜,快船队在西部首轮第二战主场以102-81战胜波特兰开拓者队
俄克拉荷马雷霆_达拉斯小牛,131-102,大胜,雷霆队在西部首轮第三战做客以131-102大胜达拉斯小牛队
休斯敦火箭_金州勇士,97-96,险胜,火箭队在西部首轮第三战主场以97-96险胜缺少了库里的勇士队
克里夫兰骑士_底特律活塞,101-91,击败,克里夫兰骑士在东部首轮第三战做客以101-91击败底特律活塞队
圣安东尼奥马刺_孟菲斯灰熊,96-87,战胜,马刺队在西部首轮第三战做客以96-87战胜孟菲斯灰熊队
俄克拉荷马雷霆_达拉斯小牛,119-108,击败,雷霆队在西部首轮第四战做客以119-108击败达拉斯小牛队
印第安纳步行者_多伦多猛龙,100-83,击败,印第安纳步行者在东部首轮第四战主场以100-83击败多伦多猛龙队
波特兰开拓者_洛杉矶快船,96-88,战胜,开拓者队在西部首轮系列赛第三战做客以96-88战胜洛杉矶快船队
夏洛特黄蜂_迈阿密热火,96-80,击败,黄蜂队在东部首轮第三战主场以96-80击败迈阿密热火队
克里夫兰骑士_底特律活塞,100-98,战胜,骑士队在东部首轮第四战客场以100-98战胜活塞队
金州勇士_休斯敦火箭,121-94,击败,勇士队在西部首轮第四战做客以121-94击败休斯敦火箭队
波特兰开拓者_洛杉矶快船,98-84,击败,波特兰开拓者在西部首轮第四战主场以98-84击败洛杉矶快船队
俄克拉荷马雷霆_达拉斯小牛,118-104,击败,雷霆队在西部首轮系列赛第五战主场以118-104击败达拉斯小牛队
夏洛特黄蜂_迈阿密热火,89-85,击败,黄蜂队在东部首轮第四战主场以89-85击败热火队
亚特兰大老鹰_波士顿凯尔特人,110-83,大胜,老鹰队在东部首轮第五战主场以110-83大胜波士顿凯尔特人队
金州勇士_休斯敦火箭,114-81,大胜,勇士队在西部首轮系列赛第五战主场以114-81大胜休斯敦火箭队
夏洛特黄蜂_迈阿密热火,90-88,险胜,黄蜂队在东部首轮系列赛第五战做客以90-88险胜迈阿密热火队
波特兰开拓者_洛杉矶快船,108-98,击败,波特兰开拓者在西部首轮第五战做客以108-98击败洛杉矶快船队
亚特兰大老鹰_波士顿凯尔特人,104-92,击败,老鹰队在东部首轮系列赛第六战做客以104-92击败波士顿凯尔特人队
印第安纳步行者_多伦多猛龙,101-83,击败,步行者队在东部首轮系列赛第六战主场以101-83击败多伦多猛龙队
波特兰开拓者_洛杉矶快船,106-103,战胜,开拓者队在西部首轮第六战主场以106-103战胜洛杉矶快船队
迈阿密热火_夏洛特黄蜂,97-90,战胜,迈阿密热火在东部首轮系列赛第六战做客以97-90战胜夏洛特黄蜂队
圣安东尼奥马刺_俄克拉荷马雷霆,124-92,击败,马刺队在西部半决赛首战主场以124-92击败俄克拉荷马城雷霆队
多伦多猛龙_印第安纳步行者,89-84,击败,多伦多猛龙在东部首轮第七战主场以89-84击败印第安纳步行者队
迈阿密热火_夏洛特黄蜂,106-73,击败,迈阿密热火在首轮系列赛第七战主场以106-73击败夏洛特黄蜂队
金州勇士_波特兰开拓者,118-106,击败,勇士队牢牢保持优势在西部半决赛首战主场以118-106击败波特兰开拓者队
克里夫兰骑士_亚特兰大老鹰,104-93,击败,骑士队在东部半决赛首战主场以104-93击败亚特兰大老鹰队
俄克拉荷马雷霆_圣安东尼奥马刺,98-97,险胜,雷霆队在西部半决赛第二战客场以98-97险胜圣安东尼奥马刺队
金州勇士_波特兰开拓者,110-99,击败,金州勇士成功逆转最多17分落后在西部半决赛第二战主场以110-99击败开拓者队
迈阿密热火_多伦多猛龙,102-96,击败,热火队在东部半决赛首战做客经过加时赛以102-96击败多伦多猛龙队
克里夫兰骑士_亚特兰大老鹰,123-98,大胜,骑士队在东部半决赛第二战主场以123-98大胜亚特兰大老鹰队
多伦多猛龙_迈阿密热火,96-92,击败,猛龙队在东部半决赛第二战主场以96-92击败迈阿密热火队
克里夫兰骑士_亚特兰大老鹰,121-108,击败,骑士队在东部半决赛第三战做客以121-108击败亚特兰大老鹰队
圣安东尼奥马刺_俄克拉荷马雷霆,100-96,险胜,马刺队在西部半决赛第三战客场以100-96险胜俄克拉荷马城雷霆队
多伦多猛龙_迈阿密热火,95-91,击败,猛龙队在东部半决赛第三战做客以95-91击败迈阿密热火队
波特兰开拓者_金州勇士,120-108,击败,波特兰开拓者在西部半决赛第三战主场以120-108击败金州勇士队
克里夫兰骑士_亚特兰大老鹰,100-99,击败,骑士队在东部半决赛第四战客场以100-99击败亚特兰大老鹰队
俄克拉荷马雷霆_圣安东尼奥马刺,111-97,击败,雷霆队在西部半决赛第四战主场以111-97击败圣安东尼奥马刺队
迈阿密热火_多伦多猛龙,94-87,险胜,迈阿密热火在东部半决赛第四战主场以94-87险胜多伦多猛龙队
金州勇士_波特兰开拓者,132-125,击败,勇士队在西部半决赛第四战做客以132-125击败波特兰开拓者队
俄克拉荷马雷霆_圣安东尼奥马刺,95-91,击败,雷霆队在西部半决赛第五战做客以95-91击败圣安东尼奥马刺队
金州勇士_波特兰开拓者,125-121,险胜,金州勇士在西部半决赛第五战主场以125-121险胜波特兰开拓者队
多伦多猛龙_迈阿密热火,99-91,击败,猛龙队在东部半决赛第五战主场以99-91击败迈阿密热火队
俄克拉荷马雷霆_圣安东尼奥马刺,113-99,击败,雷霆队在西部半决赛第六战主场以113-99击败圣安东尼奥马刺队
迈阿密热火_多伦多猛龙,103-91,击败,热火队在东部半决赛第六战主场以103-91击败多伦多猛龙队
多伦多猛龙_迈阿密热火,116-89,击败,猛龙队在东部半决赛第七战主场以116-89击败迈阿密热火队
俄克拉荷马雷霆_金州勇士,108-102,获胜,雷霆队在西部决赛第一战做客以108-102获胜
克里夫兰骑士_多伦多猛龙,115-84,击败,骑士队在东部决赛首战主场以115-84击败多伦多猛龙队
金州勇士_俄克拉荷马雷霆,118-91,击败,勇士队在西部决赛第二战主场以118-91击败俄克拉荷马城雷霆队
克里夫兰骑士_多伦多猛龙,108-89,大胜,骑士队在东部决赛第二战主场以108-89大胜多伦多猛龙队
多伦多猛龙_克里夫兰骑士,99-84,击败,猛龙队在东部决赛第三战主场以99-84击败克里夫兰骑士队
俄克拉荷马雷霆_金州勇士,133-105,痛宰,雷霆队在西部决赛第三战主场以133-105痛宰金州勇士队
多伦多猛龙_克里夫兰骑士,105-99,击败,猛龙队在东部决赛第四战主场以105-99击败克里夫兰骑士队
俄克拉荷马雷霆_金州勇士,118-94,击败,雷霆队在西部决赛第四战主场以118-94击败金州勇士队
克里夫兰骑士_多伦多猛龙,116-78,击败,骑士队在东部决赛第5战主场以116-78击败多伦多猛龙队
金州勇士_俄克拉荷马雷霆,120-111,击败,勇士队在西部决赛第5战主场以120-111击败俄克拉荷马城雷霆队
克里夫兰骑士_多伦多猛龙,113-87,击败,克里夫兰骑士在东部决赛第6战做客以113-87击败多伦多猛龙队
金州勇士_俄克拉荷马雷霆,108-101,击败,勇士队在西部决赛第六战做客以108-101击败俄克拉荷马城雷霆队
金州勇士_俄克拉荷马雷霆,96-88,击败,金州勇士在西部决赛第7战主场以96-88击败俄克拉荷马城雷霆队
金州勇士_克里夫兰骑士,104-89,击败,勇士队在总决赛首战主场以104-89击败克里夫兰骑士队
金州勇士_克里夫兰骑士,110-77,击败,勇士队在总决赛第二战主场以110-77击败克里夫兰骑士队
克里夫兰骑士_金州勇士,120-90,大胜,骑士队在总决赛第三战主场以120-90大胜金州勇士队
金州勇士_克里夫兰骑士,108-97,击败,勇士队在总决赛第四战客场以108-97击败克里夫兰骑士
克里夫兰骑士_金州勇士,112-97,击败,骑士队在总决赛第5场做客以112-97击败勇士队
克里夫兰骑士_金州勇士,115-101,击败,骑士队在总决赛第6战主场以115-101击败金州勇士队
克里夫兰骑士_金州勇士,93-89,击败,骑士队在总决赛第七战做客以93-89击败金州勇士队
多伦多猛龙_金州勇士,97-93,击败,猛龙队在温哥华以97-93击败勇士队
金州勇士_洛杉矶快船,120-75,大胜,金州勇士在主场以120-75大胜
洛杉矶湖人_萨克拉门托国王,103-84,逆转,湖人队以103-84逆转战胜萨克拉门托国王队
克里夫兰骑士_奥兰多魔术,103-84,逆转,湖人队以103-84逆转战胜萨克拉门托国王队
布鲁克林篮网_底特律活塞,101-94,战胜,布鲁克林篮网在主场以101-94战胜底特律活塞队
金州勇士_萨克拉门托国王,105-96,逆转,勇士队以105-96逆转战胜萨克拉门托国王队
丹佛掘金_洛杉矶湖人,101-97,逆转,丹佛掘金在客场以101-97逆转战胜湖人队
纽约尼克斯_布鲁克林篮网,101-97,逆转,丹佛掘金在客场以101-97逆转战胜湖人队
休斯敦火箭_新奥尔良鹈鹕,123-117,击败,火箭队在NBA中国赛上海站以123-117击败新奥尔良鹈鹕队
克里夫兰骑士_费城76人,108-105,险胜,骑士队在主场以108-105险胜76人队
密尔沃基雄鹿_达拉斯小牛,108-105,险胜,骑士队在主场以108-105险胜76人队
洛杉矶湖人_丹佛掘金,124-115,复仇,湖人队在季前赛里以124-115复仇战胜丹佛掘金队
休斯敦火箭_新奥尔良鹈鹕,116-104,再胜,休斯敦火箭在NBA中国赛北京站以116-104再胜新奥尔良鹈鹕队
波特兰开拓者_洛杉矶湖人,109-106,击败,波特兰开拓者在客场经过加时赛以109-106击败洛杉矶湖人队
波士顿凯尔特人_布鲁克林篮网,100-97,险胜,凯尔特人队在客场以100-97险胜布鲁克林篮网队
萨克拉门托国王_洛杉矶湖人,116-104,击败,国王队在拉斯维加斯以116-104击败洛杉矶湖人队
金州勇士_丹佛掘金,129-128,击败,勇士队在客场以129-128击败丹佛掘金队
孟菲斯灰熊_休斯敦火箭,134-125,击败,孟菲斯灰熊在客场经过两个加时赛以134-125击败火箭队
金州勇士_洛杉矶湖人,112-107,击败,勇士队在拉斯维加斯以112-107击败洛杉矶湖人队
波士顿凯尔特人_布鲁克林篮网,120-99,大胜,波士顿凯尔特人保持优势在主场以120-99大胜布鲁克林篮网队
金州勇士_洛杉矶湖人,123-112,击败,金州勇士队在季前赛以123-112击败湖人队
洛杉矶湖人_菲尼克斯太阳,94-98,惜败,湖人队以94-98惜败给太阳队
圣安东尼奥马刺_金州勇士,129-100,大胜,马刺队在客场以129-100大胜金州勇士队（0胜1负）
克里夫兰骑士_纽约尼克斯,117-88,战胜,骑士队在主场以117-88战胜纽约尼克斯队（0胜1负）
洛杉矶湖人_休斯敦火箭,120-114,击败,湖人队在主场以120-114击败休斯敦火箭队（0胜1负）
波士顿凯尔特人_布鲁克林篮网,122-117,险胜,凯尔特人队在主场以122-117险胜
圣安东尼奥马刺_萨克拉门托国王,102-94,击败,马刺队在客场以102-94击败萨克拉门托国王队（1胜1负）
芝加哥公牛_波士顿凯尔特人,105-99,击败,公牛队在主场以105-99击败波士顿凯尔特人队（1胜1负）
休斯敦火箭_达拉斯小牛,106-98,击败,休斯敦火箭在客场以106-98击败诺维茨基休战的达拉斯小牛队（0胜2负）
克里夫兰骑士_多伦多猛龙,94-91,击败,骑士队在客场以94-91击败多伦多猛龙队（1胜1负）
布鲁克林篮网_印第安纳步行者,103-94,击败,布鲁克林篮网在主场以103-94击败印第安纳步行者队（1胜1负）
俄克拉荷马雷霆_菲尼克斯太阳,113-110,险胜,雷霆队在主场经过加时赛以113-110险胜菲尼克斯太阳队（0胜2负）
金州勇士_新奥尔良鹈鹕,122-114,击败,金州勇士在客场以122-114击败新奥尔良鹈鹕队（0胜2负）
密尔沃基雄鹿_布鲁克林篮网,110-108,险胜,雄鹿队在主场以110-108险胜篮网队
圣安东尼奥马刺_新奥尔良鹈鹕,98-79,击败,马刺队在主场以98-79击败新奥尔良鹈鹕队（0胜3负）
俄克拉荷马雷霆_洛杉矶湖人,113-96,击败,俄克拉荷马城雷霆队（3胜0负）在主场以113-96击败湖人队
休斯敦火箭_达拉斯小牛,93-92,险胜,火箭队在主场以93-92险胜达拉斯小牛队（0胜3负）
芝加哥公牛_布鲁克林篮网,118-88,大胜,芝加哥公牛在客场以118-88大胜布鲁克林篮网队（1胜3负）
洛杉矶快船_菲尼克斯太阳,116-98,战胜,快船队在主场以116-98战胜菲尼克斯太阳队（0胜4负）
金州勇士_波特兰开拓者,127-104,大胜,金州勇士在客场以127-104大胜波特兰开拓者队（2胜2负）
休斯敦火箭_纽约尼克斯,118-99,大胜,火箭队在客场以118-99大胜纽约尼克斯队（1胜3负）
俄克拉荷马雷霆_洛杉矶快船,85-83,险胜,俄克拉荷马雷霆在客场以85-83险胜快船队
布鲁克林篮网_底特律活塞,109-101,击败,篮网队在主场以109-101击败底特律活塞队（3胜2负）
金州勇士_俄克拉荷马雷霆,122-96,大胜,勇士队在主场以122-96大胜俄克拉荷马城雷霆队（4胜1负）
克里夫兰骑士_波士顿凯尔特人,128-122,击败,骑士队在主场以128-122击败波士顿凯尔特人队（3胜2负）
纽约尼克斯_芝加哥公牛,117-104,击败,尼克斯队在客场以117-104击败芝加哥公牛队（3胜2负）
洛杉矶湖人_金州勇士,117-97,大胜,洛杉矶湖人顶住对手反扑在主场以117-97大胜金州勇士队（4胜2负）
亚特兰大老鹰_休斯敦火箭,112-97,大胜,亚特兰大老鹰队（3胜3负）在主场以112-97大胜火箭队
洛杉矶快船_圣安东尼奥马刺,116-92,击败,洛杉矶快船一直掌控局势在客场以116-92击败圣安东尼奥马刺队（5胜2负）
洛杉矶湖人_菲尼克斯太阳,119-108,击败,湖人队在主场以119-108击败菲尼克斯太阳队（2胜5负）
休斯敦火箭_华盛顿奇才,114-106,击败,火箭队在客场以114-106击败华盛顿奇才队（1胜5负）
金州勇士_新奥尔良鹈鹕,116-106,击败,勇士队在主场以116-106击败新奥尔良鹈鹕队（0胜7负）
亚特兰大老鹰_克里夫兰骑士,110-106,险胜,亚特兰大老鹰队（5胜2负）在客场以110-106险胜骑士队
达拉斯小牛_洛杉矶湖人,109-97,击败,小牛队在客场以109-97击败洛杉矶湖人队（4胜4负）
